FIPS,Area_Name,Unemployment_rate_2000,Unemployment_rate_2001,Unemployment_rate_2002,Unemployment_rate_2003,Unemployment_rate_2004,Unemployment_rate_2005,Unemployment_rate_2006,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017,Unemployment_rate_2018,Unemployment_rate_2019,Unemployment_rate_2020,Unemployment_rate_2021,Unemployment_rate_2022
1021,"Chilton County, AL",4.3,4.800000000000001,5.100000000000001,5.0,4.600000000000001,3.9,3.6,3.5,5.2,9.8,10.1,9.1,7.4,6.7,6.2,5.7,5.5,4.2,3.6,2.9,5.4,2.8,2.3
1023,"Choctaw County, AL",6.600000000000001,7.2,8.9,10.0,8.5,6.5,5.600000000000001,6.100000000000001,8.6,12.4,13.0,13.0,10.5,9.4,9.0,9.200000000000001,8.5,6.5,5.5,4.9,7.300000000000001,4.3,3.8
1025,"Clarke County, AL",7.4,9.9,9.1,8.6,8.8,6.300000000000001,6.2,6.2,9.3,15.2,19.5,18.6,15.4,14.0,12.1,11.8,10.9,8.700000000000001,7.4,6.100000000000001,9.8,5.800000000000001,5.0
1027,"Clay County, AL",6.2,6.100000000000001,6.2,7.2,6.300000000000001,4.9,4.5,5.600000000000001,8.200000000000001,15.4,14.2,11.7,9.600000000000001,8.5,7.100000000000001,6.2,6.0,4.4,3.8,3.1,4.4,2.7,2.3
1029,"Cleburne County, AL",4.100000000000001,5.300000000000001,5.0,6.0,5.2,3.9,3.5,3.7,5.2,9.3,9.8,9.600000000000001,8.4,7.800000000000001,6.600000000000001,6.100000000000001,6.0,4.600000000000001,4.2,3.3,5.0,2.6,2.4
1031,"Coffee County, AL",5.9,6.300000000000001,5.2,5.5,5.300000000000001,3.9,3.7,3.9,5.0,7.800000000000001,8.5,8.1,7.2,7.0,6.600000000000001,6.0,5.9,4.5,3.9,3.1,4.800000000000001,2.8,2.5
1033,"Colbert County, AL",5.600000000000001,6.9,8.4,7.5,7.0,5.4,4.600000000000001,4.7,6.7,10.7,11.3,10.1,9.0,8.3,8.3,8.0,7.0,5.300000000000001,4.600000000000001,4.0,7.2,3.9,3.0
1035,"Conecuh County, AL",6.600000000000001,7.4,8.200000000000001,8.5,8.4,6.100000000000001,5.600000000000001,6.5,9.700000000000001,18.4,16.9,15.0,12.2,10.9,10.3,9.3,8.4,6.300000000000001,5.2,4.2,7.9,4.7,3.5
1037,"Coosa County, AL",5.5,6.800000000000001,9.3,8.200000000000001,7.0,5.0,5.5,5.9,8.5,14.8,15.1,12.3,9.600000000000001,9.3,8.8,6.7,6.0,4.800000000000001,4.100000000000001,3.1,6.0,3.0,2.5
1039,"Covington County, AL",7.0,6.4,5.9,6.9,6.600000000000001,4.5,3.8,4.0,6.100000000000001,9.9,10.2,9.8,8.6,8.200000000000001,7.7,7.2,6.800000000000001,5.300000000000001,4.600000000000001,3.6,5.4,3.0,2.6
1041,"Crenshaw County, AL",5.800000000000001,6.100000000000001,6.100000000000001,6.800000000000001,6.800000000000001,4.9,4.0,4.4,5.7,9.600000000000001,10.0,9.8,8.5,7.800000000000001,6.9,6.0,5.9,4.600000000000001,4.0,3.0,6.2,3.3,2.6
1043,"Cullman County, AL",4.2,4.7,6.0,5.800000000000001,5.100000000000001,4.0,3.4,3.4,5.0,9.4,10.3,9.5,7.9,6.800000000000001,6.0,5.300000000000001,5.0,3.8,3.3,2.7,4.7,2.3,2.1
1045,"Dale County, AL",5.300000000000001,5.600000000000001,5.7,5.300000000000001,5.300000000000001,4.4,4.600000000000001,4.0,5.600000000000001,8.8,8.700000000000001,8.3,7.600000000000001,7.5,7.0,6.4,5.800000000000001,4.600000000000001,4.2,3.3,5.300000000000001,3.1,2.6
1047,"Dallas County, AL",8.1,9.3,11.4,11.3,9.9,8.5,8.1,8.5,11.5,19.6,16.6,15.0,13.2,12.4,11.2,9.600000000000001,9.200000000000001,7.7,6.5,5.800000000000001,11.6,7.100000000000001,5.0
1049,"DeKalb County, AL",4.100000000000001,4.9,5.2,5.7,5.7,5.100000000000001,4.100000000000001,4.4,6.0,13.1,12.4,11.7,9.3,7.7,6.800000000000001,6.100000000000001,6.100000000000001,4.600000000000001,3.8,3.0,4.9,2.5,2.3
1051,"Elmore County, AL",4.0,4.3,4.800000000000001,5.100000000000001,4.800000000000001,3.7,3.4,3.4,5.300000000000001,8.700000000000001,9.0,8.4,7.100000000000001,6.2,5.7,5.100000000000001,4.800000000000001,3.8,3.4,2.8,5.300000000000001,2.7,2.2
1053,"Escambia County, AL",5.300000000000001,6.2,8.700000000000001,8.6,7.5,5.5,4.9,5.4,7.800000000000001,12.4,11.6,10.7,9.4,8.700000000000001,8.0,7.100000000000001,6.7,5.100000000000001,4.5,3.7,6.7,4.0,3.1
1055,"Etowah County, AL",5.9,6.7,6.4,6.5,6.300000000000001,4.7,4.2,4.600000000000001,6.2,10.5,10.8,10.0,8.5,7.7,7.0,6.2,5.9,4.7,4.100000000000001,3.6,8.4,4.0,3.0
1057,"Fayette County, AL",5.9,6.4,8.6,6.9,6.800000000000001,4.4,4.2,4.800000000000001,7.5,12.9,12.8,11.0,8.8,8.4,7.800000000000001,7.100000000000001,6.800000000000001,4.800000000000001,4.100000000000001,3.3,5.5,3.1,2.7
1059,"Franklin County, AL",6.600000000000001,7.7,11.2,9.5,6.9,5.300000000000001,4.600000000000001,4.7,7.7,12.3,10.5,9.5,8.6,8.200000000000001,7.7,6.5,5.9,4.4,3.7,2.9,4.9,2.5,2.3
1061,"Geneva County, AL",5.100000000000001,6.5,4.9,5.600000000000001,4.9,3.9,3.7,3.5,5.7,9.9,10.2,9.200000000000001,7.800000000000001,7.100000000000001,6.7,6.0,5.800000000000001,4.4,3.9,3.1,4.5,2.8,2.4
1063,"Greene County, AL",6.9,7.2,8.5,8.5,8.6,6.600000000000001,5.600000000000001,6.5,8.8,14.1,17.0,17.1,13.9,13.0,12.4,11.1,10.0,7.7,6.600000000000001,5.9,11.7,6.5,4.4
1065,"Hale County, AL",6.100000000000001,7.300000000000001,8.4,8.4,7.4,5.4,5.2,5.5,7.7,13.1,14.8,13.7,11.7,11.8,9.8,7.800000000000001,7.7,6.100000000000001,5.100000000000001,4.2,10.2,5.5,3.9
1067,"Henry County, AL",5.0,5.4,6.100000000000001,5.800000000000001,5.5,4.3,4.0,5.5,8.0,10.3,10.8,9.700000000000001,8.5,7.800000000000001,7.5,6.800000000000001,6.5,5.0,4.4,3.8,5.300000000000001,3.2,2.7
1069,"Houston County, AL",4.4,4.3,4.800000000000001,4.800000000000001,4.600000000000001,3.8,3.4,3.4,5.100000000000001,8.5,9.0,8.6,7.800000000000001,7.0,6.7,6.300000000000001,5.800000000000001,4.5,4.0,3.2,5.9,3.3,2.6
1071,"Jackson County, AL",5.2,6.600000000000001,7.100000000000001,7.0,6.7,5.0,4.4,4.600000000000001,6.4,11.7,11.6,10.2,8.8,8.0,7.2,6.7,6.300000000000001,4.9,4.100000000000001,3.5,5.800000000000001,2.8,2.5
1073,"Jefferson County, AL",4.0,4.4,5.2,5.5,5.2,4.4,4.0,3.9,5.600000000000001,9.9,10.2,9.200000000000001,7.600000000000001,6.800000000000001,6.300000000000001,5.800000000000001,5.7,4.4,3.7,3.0,6.800000000000001,3.5,2.6
1075,"Lamar County, AL",7.0,8.1,8.4,8.700000000000001,8.1,5.600000000000001,5.2,6.4,8.3,14.7,13.0,9.600000000000001,7.7,7.100000000000001,6.9,6.4,5.7,4.3,3.8,3.3,5.300000000000001,3.0,2.7
1077,"Lauderdale County, AL",5.0,6.600000000000001,8.6,7.300000000000001,6.300000000000001,5.100000000000001,4.2,4.4,5.9,9.8,10.0,9.1,7.9,7.2,7.2,7.0,6.4,4.7,4.2,3.5,6.100000000000001,3.1,2.6
1079,"Lawrence County, AL",5.0,6.0,6.800000000000001,6.7,6.300000000000001,5.5,4.800000000000001,4.2,6.7,12.5,12.4,10.8,9.200000000000001,8.5,8.200000000000001,7.800000000000001,6.9,5.0,4.100000000000001,3.3,5.4,2.9,2.4
1081,"Lee County, AL",4.0,4.100000000000001,4.600000000000001,4.7,4.4,3.7,3.4,3.7,5.4,8.6,8.9,8.0,7.0,6.0,5.600000000000001,5.300000000000001,5.2,4.100000000000001,3.6,2.9,5.7,2.8,2.4
1083,"Limestone County, AL",3.8,4.4,5.4,5.5,5.100000000000001,4.4,3.6,3.4,4.9,9.0,9.5,8.6,7.0,6.300000000000001,6.100000000000001,5.5,5.300000000000001,4.100000000000001,3.5,2.8,4.7,2.4,2.1
1085,"Lowndes County, AL",7.0,7.300000000000001,8.9,9.200000000000001,9.1,8.0,7.5,7.7,11.3,17.8,18.1,17.5,15.8,14.3,12.8,11.6,10.6,8.4,7.300000000000001,6.100000000000001,14.4,8.700000000000001,5.2
1087,"Macon County, AL",5.800000000000001,5.9,6.5,7.0,6.9,5.800000000000001,5.2,5.5,7.7,11.2,14.5,13.9,11.0,9.8,9.1,8.1,7.600000000000001,5.9,5.4,4.5,10.4,5.800000000000001,3.8
1089,"Madison County, AL",3.6,3.9,4.600000000000001,4.7,4.600000000000001,3.6,3.3,3.1,4.3,7.4,8.200000000000001,8.200000000000001,7.100000000000001,6.4,6.100000000000001,5.5,5.100000000000001,4.0,3.5,2.7,5.100000000000001,2.6,2.1
1091,"Marengo County, AL",5.300000000000001,6.0,6.4,6.300000000000001,6.0,5.7,4.600000000000001,5.4,7.7,13.1,13.5,12.4,10.4,9.0,7.9,7.7,7.2,5.7,4.9,3.7,6.800000000000001,4.2,3.4
1093,"Marion County, AL",6.7,8.8,8.8,7.2,6.300000000000001,4.4,4.3,5.300000000000001,8.200000000000001,15.3,13.3,11.1,9.1,8.0,7.9,7.0,6.600000000000001,4.9,4.100000000000001,3.7,5.5,2.8,2.5
1095,"Marshall County, AL",4.800000000000001,5.600000000000001,6.0,5.600000000000001,4.800000000000001,3.9,3.4,3.5,4.9,9.3,9.5,9.4,8.0,6.9,6.600000000000001,5.800000000000001,5.300000000000001,3.9,3.4,2.6,4.600000000000001,2.4,2.1
1097,"Mobile County, AL",5.0,5.7,6.5,6.9,6.5,4.9,4.100000000000001,4.100000000000001,5.9,10.4,11.1,10.7,9.4,8.700000000000001,7.7,6.9,6.600000000000001,5.300000000000001,4.7,3.9,8.6,4.600000000000001,3.2
1099,"Monroe County, AL",6.5,7.300000000000001,8.5,8.3,7.4,6.100000000000001,6.0,6.600000000000001,10.5,18.0,17.8,15.5,12.8,12.0,11.0,10.1,9.1,6.9,6.100000000000001,5.100000000000001,8.8,5.5,4.100000000000001
1101,"Montgomery County, AL",4.2,4.600000000000001,5.300000000000001,5.800000000000001,5.7,4.5,4.100000000000001,4.2,6.100000000000001,9.600000000000001,9.9,9.700000000000001,8.3,7.4,6.800000000000001,6.100000000000001,5.7,4.4,4.0,3.3,8.5,4.7,3.1
1103,"Morgan County, AL",4.3,5.2,6.4,6.5,6.0,4.5,4.0,3.6,5.4,9.9,10.6,9.4,8.0,7.0,6.600000000000001,5.9,5.5,4.2,3.5,2.7,4.9,2.6,2.1
1105,"Perry County, AL",9.3,11.1,11.8,10.6,10.0,9.0,8.3,8.6,11.7,18.4,16.5,16.3,13.6,13.7,12.0,10.0,10.3,8.0,6.5,5.5,11.8,7.9,5.300000000000001
1107,"Pickens County, AL",7.600000000000001,8.5,8.3,8.1,7.5,5.4,5.0,5.100000000000001,7.4,12.6,12.9,11.9,10.4,9.5,8.1,6.800000000000001,6.9,5.5,4.600000000000001,3.7,7.2,4.0,3.3
1109,"Pike County, AL",5.600000000000001,5.4,6.0,5.800000000000001,5.300000000000001,4.0,4.0,4.100000000000001,5.0,8.700000000000001,9.4,8.9,8.200000000000001,7.800000000000001,7.300000000000001,6.600000000000001,6.5,5.0,4.5,3.5,5.4,3.2,2.7
1111,"Randolph County, AL",4.9,6.300000000000001,6.800000000000001,7.4,6.600000000000001,6.100000000000001,5.300000000000001,5.2,7.600000000000001,13.7,13.1,11.3,9.4,7.9,6.7,5.9,5.600000000000001,4.5,4.0,3.2,5.2,2.7,2.5
1113,"Russell County, AL",4.7,5.600000000000001,7.0,7.5,6.5,6.0,5.800000000000001,6.2,8.3,11.3,10.7,10.2,9.0,7.4,6.5,6.0,5.600000000000001,4.4,4.0,3.1,5.7,3.0,2.6
1115,"St. Clair County, AL",3.8,4.2,5.100000000000001,5.2,4.9,3.9,3.5,3.5,5.2,10.0,10.0,8.700000000000001,7.0,6.2,5.7,5.2,5.2,4.100000000000001,3.5,2.9,5.300000000000001,2.6,2.2
1117,"Shelby County, AL",2.8,3.0,3.5,3.5,3.3,3.1,2.7,2.7,3.9,7.100000000000001,7.0,6.2,5.2,4.7,4.5,4.2,4.3,3.3,2.8,2.3,4.2,2.1,1.8
1119,"Sumter County, AL",9.200000000000001,8.5,9.0,10.0,9.4,7.2,6.7,6.7,9.1,13.7,13.1,13.0,10.7,9.200000000000001,8.4,8.0,7.7,6.7,5.800000000000001,4.800000000000001,7.600000000000001,4.4,3.5
1121,"Talladega County, AL",5.2,6.600000000000001,7.4,7.7,6.7,4.800000000000001,5.100000000000001,5.300000000000001,7.5,13.2,13.2,11.5,9.600000000000001,8.700000000000001,7.7,6.600000000000001,6.600000000000001,5.100000000000001,4.3,3.6,7.7,4.100000000000001,3.1
1123,"Tallapoosa County, AL",4.9,6.0,7.9,6.9,6.100000000000001,4.5,5.0,5.4,7.4,12.5,12.9,11.3,8.8,8.200000000000001,7.5,6.100000000000001,5.600000000000001,4.3,4.100000000000001,3.2,7.5,4.0,2.9
1125,"Tuscaloosa County, AL",4.0,4.2,4.7,4.9,4.7,3.7,3.3,3.4,4.9,9.3,9.1,8.3,7.2,6.5,5.9,5.5,5.7,4.3,3.6,2.9,7.2,3.5,2.5
1127,"Walker County, AL",5.9,6.100000000000001,6.4,6.4,6.0,4.4,4.5,4.4,5.9,10.7,12.5,11.2,9.4,8.6,7.9,7.300000000000001,7.5,5.2,4.2,3.5,6.4,3.6,2.8
1129,"Washington County, AL",6.9,9.0,10.4,10.4,9.4,6.2,5.7,6.100000000000001,8.700000000000001,13.9,13.9,14.4,12.2,11.0,9.5,9.0,8.6,6.9,5.800000000000001,4.9,8.700000000000001,4.600000000000001,3.6
1131,"Wilcox County, AL",8.8,10.2,11.5,12.3,11.9,9.200000000000001,8.6,9.9,14.4,24.2,25.8,22.9,20.4,19.5,16.8,14.7,14.5,11.7,9.5,7.5,15.9,10.5,7.800000000000001
1133,"Winston County, AL",7.9,9.5,8.8,9.4,7.2,5.0,4.9,5.7,8.9,16.4,15.7,13.4,10.2,9.5,8.6,7.600000000000001,7.100000000000001,5.100000000000001,4.2,3.5,5.100000000000001,2.7,2.4
2000,Alaska,6.300000000000001,6.300000000000001,7.2,7.7,7.4,6.9,6.600000000000001,6.300000000000001,6.5,8.0,8.200000000000001,7.800000000000001,7.2,7.0,6.7,6.300000000000001,6.600000000000001,6.5,6.0,5.600000000000001,8.3,6.4,4.0
2013,"Aleutians East Borough, AK",8.700000000000001,8.200000000000001,8.700000000000001,9.600000000000001,8.6,9.600000000000001,8.5,7.800000000000001,8.4,10.2,5.800000000000001,6.300000000000001,6.9,6.100000000000001,4.4,3.1,2.5,2.3,2.8,2.4,4.100000000000001,2.5,2.0
2016,"Aleutians West Census Area, AK",5.100000000000001,5.800000000000001,6.2,6.300000000000001,6.5,5.800000000000001,5.7,5.4,5.600000000000001,7.2,5.2,6.0,7.0,6.9,4.7,3.7,3.2,3.4,3.2,3.2,4.7,3.8,3.1
2020,"Anchorage Borough/municipality, AK",5.0,4.9,5.7,6.2,5.9,5.5,5.300000000000001,5.0,5.2,6.7,6.800000000000001,6.100000000000001,5.4,5.2,5.100000000000001,4.9,5.300000000000001,5.4,5.0,4.600000000000001,7.9,5.9,3.3
2050,"Bethel Census Area, AK",8.9,9.8,10.4,12.1,12.6,12.9,13.2,12.7,13.4,14.5,15.1,15.3,15.6,16.2,15.8,13.9,13.7,12.7,11.9,11.9,12.3,13.1,8.8
2060,"Bristol Bay Borough, AK",6.4,5.4,6.7,6.100000000000001,6.300000000000001,5.9,5.4,4.7,4.7,4.9,10.1,9.1,10.0,9.0,7.9,8.9,6.800000000000001,5.9,5.600000000000001,5.600000000000001,7.9,5.600000000000001,4.3
2063,"Chugach Census Area, AK",,,,,,,,,,,,,,,,,,,,,8.700000000000001,2.5,2.9
2066,"Copper River Census Area, AK",,,,,,,,,,,,,,,,,,,,,10.8,3.3,9.3
2068,"Denali Borough, AK",7.2,6.4,7.300000000000001,8.700000000000001,7.9,6.600000000000001,5.800000000000001,6.100000000000001,5.9,8.5,12.3,14.0,13.9,12.6,10.2,8.4,8.700000000000001,8.5,7.300000000000001,7.600000000000001,17.4,10.5,6.300000000000001
2070,"Dillingham Census Area, AK",7.300000000000001,8.0,10.0,11.0,10.9,10.7,9.5,9.0,9.0,10.5,10.5,10.8,10.0,10.2,9.9,9.3,9.3,8.4,7.5,7.300000000000001,8.8,8.3,5.600000000000001
2090,"Fairbanks North Star Borough, AK",6.100000000000001,5.9,6.5,6.9,6.4,5.9,5.7,5.5,5.9,7.300000000000001,6.9,6.600000000000001,6.2,5.9,5.7,5.300000000000001,5.600000000000001,5.7,5.300000000000001,4.9,6.7,5.2,3.7
2100,"Haines Borough, AK",8.0,9.8,11.3,11.5,9.9,9.0,8.1,7.300000000000001,8.6,9.3,11.0,10.2,10.1,10.1,10.6,9.5,9.8,8.3,8.9,8.3,16.4,11.2,6.600000000000001
2105,"Hoonah-Angoon Census Area, AK",,,,,,,,,,,14.5,15.4,14.6,14.7,14.9,14.7,11.3,11.5,11.7,10.4,14.1,9.3,5.600000000000001
2110,"Juneau Borough/city, AK",4.600000000000001,4.7,5.4,5.7,5.800000000000001,5.4,4.9,4.5,4.600000000000001,6.100000000000001,6.100000000000001,5.7,5.2,5.100000000000001,5.0,4.600000000000001,4.3,4.3,4.0,4.100000000000001,7.0,4.800000000000001,2.8
2122,"Kenai Peninsula Borough, AK",8.200000000000001,8.1,9.5,10.1,9.600000000000001,8.8,8.200000000000001,7.800000000000001,7.9,10.1,10.3,9.700000000000001,8.8,8.1,7.7,7.600000000000001,8.200000000000001,7.7,7.100000000000001,6.300000000000001,9.600000000000001,7.300000000000001,4.5
2130,"Ketchikan Gateway Borough, AK",6.2,6.600000000000001,8.3,8.0,7.5,6.800000000000001,6.100000000000001,5.600000000000001,5.7,7.300000000000001,9.1,8.8,8.3,7.9,7.7,6.7,6.2,5.800000000000001,5.5,5.7,10.2,7.4,3.8
2150,"Kodiak Island Borough, AK",8.3,8.8,8.9,9.600000000000001,8.8,8.3,7.5,6.2,6.600000000000001,7.4,7.600000000000001,7.600000000000001,6.800000000000001,6.2,5.600000000000001,4.7,4.9,4.7,5.4,5.100000000000001,6.7,6.600000000000001,4.3
2158,"Kusilvak Census Area, AK",15.2,15.3,17.2,17.8,20.2,21.0,20.7,20.2,19.9,21.3,21.0,21.5,22.4,23.7,23.5,22.5,20.8,18.6,18.4,18.2,20.8,19.5,12.9
2164,"Lake and Peninsula Borough, AK",5.2,6.2,7.5,8.1,9.8,7.300000000000001,6.0,5.4,6.600000000000001,8.4,14.9,15.4,15.4,15.6,16.1,12.1,11.9,11.0,10.2,9.3,11.4,8.700000000000001,5.800000000000001
2170,"Matanuska-Susitna Borough, AK",7.300000000000001,7.0,8.200000000000001,8.6,8.3,7.7,7.5,7.100000000000001,7.300000000000001,9.1,9.8,9.4,8.8,8.4,7.9,7.4,7.9,7.7,6.9,6.300000000000001,8.8,6.9,4.600000000000001
2180,"Nome Census Area, AK",9.600000000000001,9.600000000000001,9.9,10.7,11.6,12.5,12.1,11.0,10.0,12.0,13.0,12.6,11.8,12.4,12.1,11.5,12.2,11.4,10.6,10.2,11.1,9.700000000000001,6.9
2185,"North Slope Borough, AK",8.4,7.4,8.5,10.2,10.2,9.1,6.800000000000001,5.300000000000001,4.100000000000001,4.9,8.3,7.800000000000001,7.9,7.4,5.9,5.5,6.5,6.9,6.300000000000001,5.9,6.2,6.5,5.0
2188,"Northwest Arctic Borough, AK",9.0,9.8,11.3,13.0,13.3,11.9,11.4,10.7,11.2,12.2,13.9,15.8,15.9,16.5,16.8,15.5,15.4,15.2,12.8,13.0,12.7,11.5,9.0
2195,"Petersburg Borough, AK",,,,,,,,,,,8.200000000000001,8.5,8.200000000000001,8.700000000000001,9.3,8.700000000000001,8.6,8.6,8.0,8.1,9.1,7.0,5.800000000000001
2198,"Prince of Wales-Hyder Census Area, AK",,,,,,,,,,,10.9,12.6,13.4,12.3,13.2,12.2,11.7,10.4,9.9,9.3,9.8,8.200000000000001,5.5
2201,"Prince of Wales-Outer Ketchikan Census Area, AK",14.1,15.1,15.4,14.4,13.5,13.2,14.3,13.4,13.4,15.7,,,,,,,,,,,,,
2220,"Sitka Borough/city, AK",4.800000000000001,4.7,5.800000000000001,6.100000000000001,6.300000000000001,5.600000000000001,5.4,5.100000000000001,5.600000000000001,6.4,6.5,6.2,5.7,5.5,5.0,4.4,4.4,4.2,3.8,3.7,7.300000000000001,4.600000000000001,2.8
2230,"Skagway Municipality, AK",,,,,,,,,,,15.0,16.5,14.2,12.4,11.7,11.1,10.7,9.700000000000001,8.9,9.200000000000001,21.6,13.6,6.7
2232,"Skagway-Hoonah-Angoon Census Area, AK",9.8,11.6,12.2,11.8,13.2,13.4,12.7,12.3,12.5,15.1,,,,,,,,,,,,,
2240,"Southeast Fairbanks Census Area, AK",12.3,12.8,13.7,12.8,12.0,10.6,10.7,8.6,8.5,9.9,12.3,12.7,13.0,13.2,13.0,10.3,10.3,9.600000000000001,8.9,8.200000000000001,7.800000000000001,6.600000000000001,5.2
2261,"Valdez-Cordova Census Area, AK",7.600000000000001,8.6,9.8,10.0,9.9,9.600000000000001,8.5,8.4,8.1,8.700000000000001,9.700000000000001,10.1,9.8,10.0,9.5,8.4,8.200000000000001,7.2,6.800000000000001,6.9,,,
2275,"Wrangell Borough/city, AK",,,,,,,,,,,8.4,7.7,8.3,8.1,8.200000000000001,7.600000000000001,7.2,7.2,6.4,7.0,9.200000000000001,7.5,5.100000000000001
2280,"Wrangell-Petersburg Census Area, AK",9.700000000000001,10.1,11.2,12.0,12.4,10.1,9.600000000000001,9.5,10.3,10.7,,,,,,,,,,,,,
2282,"Yakutat Borough/city, AK",6.800000000000001,8.8,9.1,10.9,10.7,10.6,9.700000000000001,6.800000000000001,7.2,11.8,11.1,11.0,9.8,9.5,9.9,8.5,8.200000000000001,8.6,7.7,6.800000000000001,8.6,7.100000000000001,5.100000000000001
2290,"Yukon-Koyukuk Census Area, AK",11.5,10.8,12.8,13.3,12.0,11.8,13.1,13.6,13.6,14.4,17.8,18.8,17.6,18.4,18.7,17.8,17.2,16.6,13.7,13.1,12.7,12.3,7.9
4000,Arizona,4.0,4.7,6.2,5.800000000000001,5.0,4.7,4.3,3.8,5.800000000000001,9.700000000000001,10.3,9.4,8.3,7.800000000000001,6.800000000000001,6.100000000000001,5.5,5.0,4.800000000000001,4.800000000000001,7.800000000000001,5.100000000000001,3.8
4001,"Apache County, AZ",9.0,9.4,11.1,11.9,11.4,10.4,10.2,8.6,11.0,15.4,16.3,18.3,19.0,18.5,15.7,13.3,11.6,10.4,9.9,10.0,12.7,9.200000000000001,7.7
4003,"Cochise County, AZ",4.5,4.800000000000001,6.0,5.7,4.9,4.800000000000001,4.600000000000001,4.0,5.5,7.800000000000001,9.3,9.5,9.0,9.3,8.4,7.300000000000001,6.300000000000001,5.600000000000001,5.600000000000001,5.7,6.9,5.100000000000001,4.4
4005,"Coconino County, AZ",4.4,4.7,5.5,5.7,5.300000000000001,4.9,4.5,3.7,5.300000000000001,8.3,9.8,9.5,8.6,8.200000000000001,7.100000000000001,6.5,6.100000000000001,5.600000000000001,5.5,5.7,9.600000000000001,6.2,4.3
4007,"Gila County, AZ",5.300000000000001,5.800000000000001,7.600000000000001,7.300000000000001,6.4,5.9,5.300000000000001,4.2,6.100000000000001,11.1,12.4,11.5,10.2,9.700000000000001,8.3,7.9,7.300000000000001,6.100000000000001,5.800000000000001,5.600000000000001,7.600000000000001,5.2,4.2
